video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=SN5-DnOHQmE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NASASpacePlace,NASA Space Place,What Is the Greenhouse Effect?,2M,3 years,Earth is a comfortable place for living things. It's just the right temperatures for plants and animals – including humans – to thrive.,2024-01-25 23:37:55.878762
/watch?v=qoNRZKgLDhg&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@bbclearningenglish,BBC Learning English,Climate change: Are there too many people? - 6 Minute English,504K,1 year,What do you think is the biggest cause of climate change? Improve your English vocabulary and listening as we discuss the ...,2024-01-25 23:37:55.881963
/watch?v=S0oGaoqSAl0&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DWDocumentary,DW Documentary,Floating cities as an innovative response to climate change | DW Documentary,898K,7 months,Sea levels are rising due to climate change. Many coastal cities are at growing risk of flooding. Architects are trying to react to this ...,2024-01-25 23:37:55.885162
/watch?v=-Vm_gabtIA8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@CNBC,CNBC,Which U.S. Cities Are Safest From Climate Change?,783K,1 year,Climate havens or climate destinations are cities that are situated in places that avoid the worst effects of natural disasters and ...,2024-01-25 23:37:55.889698
/watch?v=7hu6vDP2a4Q&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Freesciencelessons,Freesciencelessons,"GCSE Biology Revision ""Global Warming""",148K,5 years,"In this video, we look at what is meant by global warming and the effects of global warming on animals and plants. We also ...",2024-01-25 23:37:55.893723
/shorts/iRks1I22_C4,/@KiteandKeyMedia,Kite & Key Media,Does climate change cause wildfires? #shorts,98K,3 days,The media is often quick to blame climate change for wildfires. But the Intergovernmental Panel on Climate Change — the climate ...,2024-01-25 23:38:06.892425
/watch?v=k3-BKwuDShc&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@WION,WION,Climate change: 2023 smashes records for surface temperature and ocean heat | WION,3.2K,10 days,The seas are the most obvious sign of global warming because they absorb 90% of the heat that is trapped by carbon emissions ...,2024-01-25 23:38:06.895866
/watch?v=SBjtO-0tbKU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@TEDx,TEDx Talks,The reality of climate change | David Puttnam | TEDxDublin,670K,9 years,"This talk was given at a local TEDx event, produced independently of the TED Conferences. David Puttnam looks at Climate ...",2024-01-25 23:38:06.903402
/watch?v=DkZ7BJQupVA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Vox,Vox,Why humans are so bad at thinking about climate change,2.4M,6 years,"The biggest problem for the climate change fight isn't technology – it's human psychology. This is the first episode of Climate Lab, ...",2024-01-25 23:38:06.908017
/watch?v=E6bVBH9y5O8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@besmart,Be Smart,The Biggest Myth About Climate Change,811K,1 year,You've seen it in the comment section before: “Climate change is natural. It's happened before and it will keep happening”.,2024-01-25 23:38:06.912121
/watch?v=EtW2rrLHs08&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NatGeo,National Geographic,Climate Change 101 with Bill Nye | National Geographic,2.8M,8 years,About National Geographic's 101 Series: Explore and experience the forces that shape the world around us. Get More National ...,2024-01-25 23:38:06.915968
/shorts/aSnzM3NNWXA,/@pbsterra,PBS Terra,The Link Between Lightning and Global Warming,30K,8 months,A lot of things with our weather are changing as our climate changes. And one of these things is lightning. This episode covers ...,2024-01-25 23:38:06.918832
/watch?v=haBG2IIbwbA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@nasaclimatechange,NASA Climate Change,Global Warming from 1880 to 2021,170K,2 years,"Earth's global average surface temperature in 2021 tied with 2018 as the sixth warmest year on record, according to an analysis ...",2024-01-25 23:38:06.921560
/shorts/Ekw3nBuqbf0,/@NasDaily,Nas Daily,How I Touched Climate Change #486,2.6M,8 months,"I saw icebergs breaking and melting - with my own eyes! When you see it, you can finally believe it. This is it for Greenland. I hope ...",2024-01-25 23:38:06.924409
/watch?v=l_Oe6YK0DgE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,What is the RISKIEST Region in the US as the Climate Changes?,2.7M,1 year,"Climate Change is increasing the frequency and severity of natural disasters all around the world. And in the United States, more ...",2024-01-25 23:38:06.927410
/watch?v=3eO7E-b2MaY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@dwnews,DW News,Why extreme cold weather can be directly linked to global warming | DW News,15K,6 days,"An Arctic outbreak has plunged much of the United States into freezing temperatures. To climate change skeptics, the cold ...",2024-01-25 23:38:06.931153
/watch?v=_LwH6O4jaXY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@byjusclasses,BYJU'S,What Is Global Warming? | Class 7 - Geography | Learn With BYJU'S,474K,2 years,Climate change and global warming are taking a toll on Earth and its inhabitants. We know that humans are responsible for this.,2024-01-25 23:38:06.934265
/watch?v=n9Ej5E47TNI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@CNRS,CNRS,Europe’s climate in 2050,990K,2 years,"2021 https://doi.org/10.1029/2019JD032344 (paid access) - ""Understanding climate change from a global analysis of city ...",2024-01-25 23:38:06.937522
/watch?v=Wpy4xBftFuY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@BBCNews,BBC News,Arnold Schwarzenegger calls leaders 'liars' over climate change - BBC News,988K,2 years,"Actor and former governor of California, Arnold Schwarzenegger, has become a champion of clean air and renewable energy, ...",2024-01-25 23:38:06.940379
/watch?v=wCIeAqusDuk&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@science-channel,Science,2 Degrees Till The End | Global Warming Documentary,626K,2 years,Global warming is sure to cause many cataclysms. Poisonous methane is overcoming the atmosphere. The new Flood is coming.,2024-01-25 23:38:06.943365
/watch?v=3sqdyEpklFU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@nasaclimatechange,NASA Climate Change,Global Temperature Anomalies from 1880 to 2019,221K,4 years,Earth's global surface temperature in 2019 was the second warmest since modern record-keeping began in 1880 and 1.8 ...,2024-01-25 23:38:06.946044
/watch?v=WkvPdUtYhX8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@LearnBright,Learn Bright,Climate Change for Kids | A fun engaging introduction to climate change for kids,432K,2 years,Hey Teachers and Parents! In this video we explore climate change for kids. We learn all about the causes of climate change like ...,2024-01-25 23:38:06.949474
/watch?v=Yurzj5gSg98&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/channel/UCZ2nKwA5u9zhtF9LfCjXJ9g,Sasha Alex Sloan,Sasha Alex Sloan - Global Warming (Lyric Video),156K,1 year,#sashaalexsloan #GlobalWarming #iblametheworld.,2024-01-25 23:38:06.952269
/watch?v=IjzfWPyjdX0&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@byjusclasses,BYJU'S,Global Warming And Greenhouse Effect,211K,5 years,This video covers the concepts of the greenhouse effect and global warming along with their effects and causes. A basic ...,2024-01-25 23:38:06.955222
/watch?v=IJoAcD0oUww&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SmileandLearnEnglish,Smile and Learn - English,Climate Change - The environment for Kids (Updated Version),394K,3 years,"Educational video for children to learn what climate change is, what can we do to stop it and take better care of our planet.",2024-01-25 23:38:06.958956
/watch?v=N6t6QHQtdVw&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Peekaboo_Kidz,Peekaboo Kidz,Climate Change 101 | Keep The Environment Safe | The Dr Binocs Show | Peekaboo Kidz,1.1M,1 year,Climate | How To Keep The Environment Safe? | Global Warming | Climate Change | What Causes Global Warming?,2024-01-25 23:38:15.914461
/watch?v=WkwU8vcP158&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@nasaclimatechange,NASA Climate Change,Global Warming Broken Down by Latitude Zone: 1880-2022 (Degrees Celsius),3.4K,11 months,Global warming isn't uniform around the planet. This visualization shows global temperature changes per latitude zone from 1880 ...,2024-01-25 23:38:15.916811
/watch?v=YD6917cfNws&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@studyiqiasHindi,StudyIQ IAS हिंदी,New Research On Global Warming and Climate Change | Milankovitch Cycle | StudyIQ IAS Hindi,4.4K,2 months,upsc_currentaffairs_by_abhinavsir #current_affair_by_abhinavsir UPSC IAS Live GS Foundation P2I Hindi Batch 3 ...,2024-01-25 23:38:15.920523
/shorts/5V7JdQvRIEs,/@Sambucha,Sambucha,I found out which countries cause the most GLOBAL WARMING 😳🌎,5.4M,2 years,Subscribe and you'll have good luck forever :) Check out my other socials! Instagram ...,2024-01-25 23:38:15.923573
/watch?v=LnFFmdvOaEU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@BBCNews,BBC News,Climate change: Broken records leave Earth in 'uncharted territory' - BBC News,185K,6 months,"A series of climate records on temperature, ocean heat, and Antarctic sea ice have alarmed some scientists who have said their ...",2024-01-25 23:38:15.927406
/watch?v=vpt0iNE0EK4&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@BestDoc,Best Documentary,Climate Change: What Will Our Lives Look Like in 2050?,523K,9 months,"Climate disasters, health crisis or even food shortages, the future looks bleak for the planet. Find out what our future could look ...",2024-01-25 23:38:15.930950
/watch?v=yiw6_JakZFc&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@kurzgesagt,Kurzgesagt – In a Nutshell,Can YOU Fix Climate Change?,13M,2 years,"Never before in human history have we been richer, more advanced or powerful. And yet we feel overwhelmed in the face of rapid ...",2024-01-25 23:38:15.935514
/shorts/PAgk2qgGZ8E,/@OfficialRoryScovel,Official Rory Scovel,Global Warming,13K,10 months,Clip from Rory Scovel Tries Stand-Up for the First Time (2017) #standup #standupcomedy #comedy.,2024-01-25 23:38:15.938602
/watch?v=GtlcsaORhRI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@AssociatedPress,Associated Press,"Extreme heat, a climate change wake-up call for many",10K,5 months,#weather.,2024-01-25 23:38:15.942053
/watch?v=vFDnknU0h0s&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,"Have We Made ANY Progress on Climate Change? Here's The Data, You Decide",290K,1 year,RCP 8.5 has often been referred to as “business as usual.” It describes a world without action on climate policy and continued ...,2024-01-25 23:38:15.945021
/watch?v=G4H1N_yXBiA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NatGeo,National Geographic,Causes and Effects of Climate Change | National Geographic,4.6M,6 years,"About National Geographic: National Geographic is the world's premium destination for science, exploration, and adventure.",2024-01-25 23:38:15.948954
/watch?v=KnDb_bznZvE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@ClimateEmergencyForum,Climate Emergency Forum,Global Warming in the Pipeline and Earth's Energy Imbalance,13K,3 weeks,"Join the Climate Emergency Forum along with special guests Dr. James Hansen and Dan Galpern, as the Global Warming in the ...",2024-01-25 23:38:15.951871
/watch?v=N3V29nBkhLE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DemocracyNow,Democracy Now!,"U.N. Warns: ""The Era of Global Boiling Has Arrived""",483K,5 months,"July is on pace to be the hottest month ever recorded, and the impact of the soaring temperatures is being felt across the globe in ...",2024-01-25 23:38:15.955054
/watch?v=eVUuwHGLIYo&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@crashcourse,CrashCourse,How Will Climate Change Continue to Affect Us?: Crash Course Climate & Energy #8,61K,10 months,"Our warming planet isn't just a threat to future generations; it's a threat to us right now. If we don't mitigate it, the continued rise in ...",2024-01-25 23:38:15.960093
/watch?v=4Uy9b87cYRs&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@fuseschool,FuseSchool - Global Education,How Does Global Warming Effect The Environment | Environmental Chemistry | Chemistry | FuseSchool,94K,3 years,How Does Global Warming Effect The Environment? Learn the basics about the effect of global warming on the environment.,2024-01-25 23:38:15.965388
/watch?v=cn9PhiDJp-A&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Hopscotchsongs,Hopscotch,Climate Change Song,4.8M,2 years,"Song by Matt & Joanna Pace, in partnership with Octopus Electric Vehicles Video animated by Dakota Sheperd and Jason McNeil ...",2024-01-25 23:38:15.968726
/watch?v=GystZIxWQ3o&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DWDocumentary,DW Documentary,The melting ice of the Arctic (1/2) | DW Documentary,2.9M,1 year,"Progressing faster here than in the rest of the world, climate change is moving the Arctic into the focus of global politics. Littoral ...",2024-01-25 23:38:15.972007
/watch?v=VXYhK7uAUN8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@PBSNewsHour,PBS NewsHour,"Record-breaking global temperature, raging wildfires highlight effects of climate change",36K,6 months,It has been a week of record-breaking heat around the world. The average global temperature on Wednesday hit 62.9 degrees ...,2024-01-25 23:38:15.975132
/watch?v=cUI-YMmdOls&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@HooverInstitution,Hoover Institution,Clip: Berlinski Looks at both Global Warming and the Science Community,14K,9 years,"Is global warming an imponderable science? In this clip from Uncommon Knowledge, Robinson examines global warming with ...",2024-01-25 23:38:15.978169
/watch?v=ICuCtXZc4w8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@littleschooltv,Little School,What is Global Warming | Science for Kids,7.5K,9 months,"globalwarming Hey kids! In today's video, we will be learning about global warming. Did you know that global warming can cause ...",2024-01-25 23:38:15.981052
